MATNR;NAZWAPL;STAWN;PODGRUPA;OPIS;MATERIAL;PODGRUPA_WIELKOSC;PODGRUPA_ILOSC_KODOW;PODGRUPA_ILOSC_UZUPELNONYCH
1101060018S88D933T;S06.0X018-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X018-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060020B88I017T;S06.0X020-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X020-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060020S88D933T;S06.0X020-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X020-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060022B88I017T;S06.0X022-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X022-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060022S88D933T;S06.0X022-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X022-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060025B58F07T;S06.0X025-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X025-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060025B88I017T;S06.0X025-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X025-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060025S88D933T;S06.0X025-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X025-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060028B88I017T;S06.0X028-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X028-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060028S88D933T;S06.0X028-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X028-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060030B58F07T;S06.0X030-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X030-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060030B88I017T;S06.0X030-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X030-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060030S88D933T;S06.0X030-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X030-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060035B58F07T;S06.0X035-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X035-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060035B88I017T;S06.0X035-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X035-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060035S88D933T;S06.0X035-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X035-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060040B58F07T;S06.0X040-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X040-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060040B88F07T;S06.0X040-6K-B-08.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X040-6K-B-08.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060040B88I017T;S06.0X040-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X040-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060040S88D933T;S06.0X040-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X040-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060045B88I017T;S06.0X045-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X045-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060045S10D933T;S06.0X045-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X045-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060045S88D933T;S06.0X045-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X045-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060050B58F07T;S06.0X050-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X050-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060050B88I017T;S06.0X050-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X050-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060050S88D933T;S06.0X050-6K-S-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X050-6K-S-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060055B58F07T;S06.0X055-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X055-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060055B88I017T;S06.0X055-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X055-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060055S10D933T;S06.0X055-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X055-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060060B58F07T;S06.0X060-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X060-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060060B88I017T;S06.0X060-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X060-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060065B58F07T;S06.0X065-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X065-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060065B88I017T;S06.0X065-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X065-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060070B58F07T;S06.0X070-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X070-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060070B88I017T;S06.0X070-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X070-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060075B88I017T;S06.0X075-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X075-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060080B88F07T;S06.0X080-6K-B-08.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X080-6K-B-08.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060080B88I017T;S06.0X080-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X080-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060085B88I017T;S06.0X085-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X085-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060090B58F07T;S06.0X090-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X090-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060090B88I017T;S06.0X090-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X090-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060100B58F07T;S06.0X100-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X100-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060100B88I017T;S06.0X100-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X100-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060110B88I017T;S06.0X110-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X110-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060120B58D933T;S06.0X120-6K-B-05.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X120-6K-B-05.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101060120B58F07T;S06.0X120-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X120-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101060120B88I017T;S06.0X120-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X120-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060130B88I017T;S06.0X130-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X130-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060140B88I017T;S06.0X140-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X140-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101060150B88I017T;S06.0X150-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S06.0X150-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070012B88I017T;S07.0X012-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X012-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070016B88I017T;S07.0X016-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X016-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070020B88I017T;S07.0X020-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X020-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070025B88I017T;S07.0X025-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X025-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070030B88I017T;S07.0X030-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X030-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070040B88I017T;S07.0X040-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X040-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101070045B88I017T;S07.0X045-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S07.0X045-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080008B88I017T;S08.0X008-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X008-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080010B88I017T;S08.0X010-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X010-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080012B88I017T;S08.0X012-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X012-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080014B88I017T;S08.0X014-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X014-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080016B88I017T;S08.0X016-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X016-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080016BK88933T;S08.0X016-6K-B-08.8-KLF  SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X016-6K-B-08.8-KLF  SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080016C88D933T;S08.0X016-6K-C-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X016-6K-C-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080018B88I017T;S08.0X018-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X018-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080020B58F07T;S08.0X020-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X020-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080020B88I017T;S08.0X020-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X020-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080020BK88933T;S08.0X020-6K-B-08.8-KLF SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X020-6K-B-08.8-KLF SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080022B88I017T;S08.0X022-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X022-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080025B58F07T;S08.0X025-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080025B58P2G3K;S08.0X025-6K-5.8-P2G360C-D933 MIN.360H/C;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-5.8-P2G360C-D933 MIN.360H/C;st-stal-weglowa;5764;3;5435
1101080025B88ELT;S08.0X025-6K-B-08.8- SRUBA DIN933 ES-LOC;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-B-08.8- SRUBA DIN933 ES-LOC;st-stal-weglowa;5764;3;5435
1101080025B88I017T;S08.0X025-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080025BK88933T;S08.0X025-6K-B-08.8-KLF SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-B-08.8-KLF SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080025S58GW6GK;S08.0X025-6K-S-05.8- GWINT 6G DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X025-6K-S-05.8- GWINT 6G DIN933;st-stal-weglowa;5764;3;5435
1101080028B88I017T;S08.0X028-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X028-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080030B88I017T;S08.0X030-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X030-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080030O88D933T;S08.0X030-6K-O-08.8 - ŚRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X030-6K-O-08.8 - ŚRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080030S58GW6GK;S08.0X030-6K-S-05.8- GWINT 6G DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X030-6K-S-05.8- GWINT 6G DIN933;st-stal-weglowa;5764;3;5435
1101080035B58F07T;S08.0X035-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X035-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080035B88I017T;S08.0X035-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X035-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080035C88D933T;S08.0X035-6K-C-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X035-6K-C-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080035DP758K;S08.0X035-6K-DP7-05.8 DELTA PROTEKT 720H;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X035-6K-DP7-05.8 DELTA PROTEKT 720H;st-stal-weglowa;5764;3;5435
1101080040B58F07T;S08.0X040-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X040-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080040B88I017T;S08.0X040-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X040-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080045B58F07T;S08.0X045-6K-B-05.8-  DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X045-6K-B-05.8-  DIN933 F07;st-stal-weglowa;5764;3;5435
1101080045B88I017T;S08.0X045-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X045-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
11010800466B88DT;S08.0X046.6-6K-B-08.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X046.6-6K-B-08.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080050B58F07T;S08.0X050-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X050-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080050B88I017T;S08.0X050-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X050-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080055B88I017T;S08.0X055-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X055-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080055RC88933T;S08.0X055-6K-RC-08.8 SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X055-6K-RC-08.8 SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080060B58F07T;S08.0X060-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X060-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080060B88I017T;S08.0X060-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X060-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080065B88I017T;S08.0X065-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X065-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080065S10D933T;S08.0X065-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X065-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080070B58F07T;S08.0X070-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X070-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080070B88I017T;S08.0X070-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X070-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080070C58D933T;S08.0X070-6K-C-05.8- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X070-6K-C-05.8- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080075B88I017T;S08.0X075-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X075-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080080B58F07T;S08.0X080-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X080-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080080B88I017T;S08.0X080-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X080-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080085B88I017T;S08.0X085-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X085-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080090B58F07T;S08.0X090-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X090-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080090B88I017T;S08.0X090-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X090-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080095B88I017T;S08.0X095-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X095-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080100B58F07T;S08.0X100-6K-B-05.8- SRUBA DIN933 F07;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X100-6K-B-05.8- SRUBA DIN933 F07;st-stal-weglowa;5764;3;5435
1101080100B88I017T;S08.0X100-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X100-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080110B88I017T;S08.0X110-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X110-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080110S10D933T;S08.0X110-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X110-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080120B88I017T;S08.0X120-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X120-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080120S10D933T;S08.0X120-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X120-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080130B88I017T;S08.0X130-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X130-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080130S10D933T;S08.0X130-6K-S-10.9- SRUBA DIN933;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X130-6K-S-10.9- SRUBA DIN933;st-stal-weglowa;5764;3;5435
1101080140B88I017T;S08.0X140-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X140-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080150B88I017T;S08.0X150-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X150-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080160B88I017T;S08.0X160-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X160-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080170B88I017T;S08.0X170-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X170-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080180B88I017T;S08.0X180-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X180-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080190B88I017T;S08.0X190-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X190-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101080200B88I017T;S08.0X200-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S08.0X200-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101100010B88I017T;S10.0X010-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S10.0X010-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101100012B88I017T;S10.0X012-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S10.0X012-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101100014B88I017T;S10.0X014-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S10.0X014-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101100018B88I017T;S10.0X018-6K-B-08.8-SRUBA ISO4017;;1101;Śruba z łbem 6-kątnym z gwintem na całości S10.0X018-6K-B-08.8-SRUBA ISO4017;st-stal-weglowa;5764;3;5435
1101100020BG72144T;S10.0X020-6K-BG-05.8-DIN933 72/144;;1101;Śruba z łbem 6-kątnym z gwintem na całości S10.0X020-6K-BG-05.8-DIN933 72/144;st-stal-weglowa;5764;3;5435
